locus_tag	name	chrom	start0	end0	strand	syn3A_locus_tag	syn3A_name	syn3A_start0	syn3A_end0	syn1_upstream_locus	syn1_upstream_dist	syn1_downstream_locus	syn1_downstream_dist	syn3A_upstream_locus	syn3A_upstream_dist	syn3A_downstream_locus	syn3A_downstream_dist	syn1_cw_neighbor	syn1_cw_dist	syn1_cw_strand	syn1_ccw_neighbor	syn1_ccw_dist	syn1_ccw_strand	syn3A_cw_neighbor	syn3A_cw_dist	syn3A_cw_strand	syn3A_ccw_neighbor	syn3A_ccw_dist	syn3A_ccw_strand	unaltered_ccw_bps	unaltered_cw_bps	cw_context_changed	ccw_context_changed	gene_impact_class
MMSYN1_0804	rpoB	CP002027.1	945449	949325	-	JCVISYN3A_0804	rpoB	479650.0	483526.0	MMSYN1_0805	-11	MMSYN1_0803	11	JCVISYN3A_0805	-11	JCVISYN3A_0803	11	MMSYN1_0805	-11	-	MMSYN1_0803	11	-	JCVISYN3A_0805	-11	-	JCVISYN3A_0803	11	-	3868	3816	False	False	unaffected
MMSYN1_0805		CP002027.1	949314	950490	-	JCVISYN3A_0805	JCVISYN3A_0805	483515.0	484691.0	MMSYN1_0806	170	MMSYN1_0804	-11	JCVISYN3A_0806	170	JCVISYN3A_0804	-11	MMSYN1_0806	170	-	MMSYN1_0804	-11	-	JCVISYN3A_0806	170	-	JCVISYN3A_0804	-11	-	7733	2651	False	False	unaffected
MMSYN1_0806	rplL	CP002027.1	950660	951029	-	JCVISYN3A_0806	rplG	484861.0	485230.0	MMSYN1_0807	68	MMSYN1_0805	170	JCVISYN3A_0807	68	JCVISYN3A_0805	170	MMSYN1_0807	68	-	MMSYN1_0805	170	-	JCVISYN3A_0807	68	-	JCVISYN3A_0805	170	-	9079	2112	False	False	unaffected
MMSYN1_0807	rplJ	CP002027.1	951097	951595	-	JCVISYN3A_0807	rplJ	485298.0	485796.0	MMSYN1_0809	226	MMSYN1_0806	68	JCVISYN3A_0809	226	JCVISYN3A_0806	68	MMSYN1_0809	226	-	MMSYN1_0806	68	-	JCVISYN3A_0809	226	-	JCVISYN3A_0806	68	-	9516	1546	False	False	unaffected
MMSYN1_0809	rplA	CP002027.1	951821	952502	-	JCVISYN3A_0809	rplA	486022.0	486703.0	MMSYN1_0810	-1	MMSYN1_0807	226	JCVISYN3A_0810	-1	JCVISYN3A_0807	226	MMSYN1_0810	-1	-	MMSYN1_0807	226	-	JCVISYN3A_0810	-1	-	JCVISYN3A_0807	226	-	10240	639	False	False	unaffected
MMSYN1_0810	rplK	CP002027.1	952501	952930	-	JCVISYN3A_0810	rplK	486702.0	487131.0	MMSYN1_0811	211	MMSYN1_0809	-1	JCVISYN3A_0817	3339	JCVISYN3A_0809	-1	MMSYN1_0811	211	-	MMSYN1_0809	-1	-	JCVISYN3A_0813	510	+	JCVISYN3A_0809	-1	-	10920	211	True	False	unaffected
MMSYN1_0813	galE	CP002027.1	956225	957224	+	JCVISYN3A_0813	galE	487641.0	488640.0	MMSYN1_0801	16844	MMSYN1_0814	13	JCVISYN3A_0779	24937	JCVISYN3A_0814	13	MMSYN1_0814	13	+	MMSYN1_0812	299	-	JCVISYN3A_0814	13	+	JCVISYN3A_0810	510	-	299	1694	False	True	unaffected
MMSYN1_0814	glf	CP002027.1	957237	958425	+	JCVISYN3A_0814	glf	488653.0	489841.0	MMSYN1_0813	13	MMSYN1_0815	85	JCVISYN3A_0813	13	JCVISYN3A_0826	13472	MMSYN1_0815	85	+	MMSYN1_0813	13	+	JCVISYN3A_0817	629	-	JCVISYN3A_0813	13	+	1311	493	True	False	unaffected
MMSYN1_0815		CP002027.1	958510	958648	+					MMSYN1_0814	85	MMSYN1_0929	768		0		0	MMSYN1_0928	287	-	MMSYN1_0814	85	+		0			0		2584	270			unaffected
MMSYN1_0817		CP002027.1	960184	961114	-	JCVISYN3A_0817	whiA	490470.0	491400.0	MMSYN1_0818	12	MMSYN1_0928	742	JCVISYN3A_0818	12	JCVISYN3A_0810	3339	MMSYN1_0818	12	-	MMSYN1_0816	136	+	JCVISYN3A_0818	12	-	JCVISYN3A_0814	629	+	136	14713	False	True	unaffected
MMSYN1_0818		CP002027.1	961126	962557	-	JCVISYN3A_0818	lgt	491412.0	492843.0	MMSYN1_0819	8	MMSYN1_0817	12	JCVISYN3A_0819	8	JCVISYN3A_0817	12	MMSYN1_0819	8	-	MMSYN1_0817	12	-	JCVISYN3A_0819	8	-	JCVISYN3A_0817	12	-	1078	13270	False	False	unaffected
MMSYN1_0819	trxB	CP002027.1	962565	963498	-	JCVISYN3A_0819	trx	492851.0	493784.0	MMSYN1_0820	-17	MMSYN1_0818	8	JCVISYN3A_0820	-17	JCVISYN3A_0818	8	MMSYN1_0820	-17	-	MMSYN1_0818	8	-	JCVISYN3A_0820	-17	-	JCVISYN3A_0818	8	-	2517	12329	False	False	unaffected
MMSYN1_0820		CP002027.1	963481	965062	-	JCVISYN3A_0820	lgt	493767.0	495348.0	MMSYN1_0821	10	MMSYN1_0819	-17	JCVISYN3A_0821	10	JCVISYN3A_0819	-17	MMSYN1_0821	10	-	MMSYN1_0819	-17	-	JCVISYN3A_0821	10	-	JCVISYN3A_0819	-17	-	3433	10765	False	False	unaffected
MMSYN1_0821	hprK	CP002027.1	965072	966014	-	JCVISYN3A_0821	hpr%3B ptsH	495358.0	496300.0	MMSYN1_0822	83	MMSYN1_0820	10	JCVISYN3A_0822	83	JCVISYN3A_0820	10	MMSYN1_0822	83	-	MMSYN1_0820	10	-	JCVISYN3A_0822	83	-	JCVISYN3A_0820	10	-	5024	9813	False	False	unaffected
MMSYN1_0822		CP002027.1	966097	966772	-	JCVISYN3A_0822	ecfS	496383.0	497058.0	MMSYN1_0823	16	MMSYN1_0821	83	JCVISYN3A_0823	16	JCVISYN3A_0821	83	MMSYN1_0823	16	-	MMSYN1_0821	83	-	JCVISYN3A_0823	16	-	JCVISYN3A_0821	83	-	6049	9055	False	False	unaffected
MMSYN1_0823	folC	CP002027.1	966788	967904	-	JCVISYN3A_0823	folC	497074.0	498190.0	MMSYN1_0824	-8	MMSYN1_0822	16	JCVISYN3A_0824	-8	JCVISYN3A_0822	16	MMSYN1_0824	-8	-	MMSYN1_0822	16	-	JCVISYN3A_0824	-8	-	JCVISYN3A_0822	16	-	6740	7923	False	False	unaffected
MMSYN1_0824	uvrA	CP002027.1	967896	970737	-	JCVISYN3A_0824	uvrA	498182.0	501023.0	MMSYN1_0825	8	MMSYN1_0823	-8	JCVISYN3A_0825	8	JCVISYN3A_0823	-8	MMSYN1_0825	8	-	MMSYN1_0823	-8	-	JCVISYN3A_0825	8	-	JCVISYN3A_0823	-8	-	7848	5090	False	False	unaffected
MMSYN1_0825	uvrB	CP002027.1	970745	972743	-	JCVISYN3A_0825	uvrB	501031.0	503029.0	MMSYN1_0267	28156	MMSYN1_0824	8	JCVISYN3A_0851	13645	JCVISYN3A_0824	8	MMSYN1_0826	284	+	MMSYN1_0824	8	-	JCVISYN3A_0826	284	+	JCVISYN3A_0824	8	-	10697	3084	False	False	unaffected
MMSYN1_0826	holA	CP002027.1	973027	973978	+	JCVISYN3A_0826	yqeN	503313.0	504264.0	MMSYN1_0816	12979	MMSYN1_0827	2	JCVISYN3A_0814	13472	JCVISYN3A_0827	2	MMSYN1_0827	2	+	MMSYN1_0825	284	-	JCVISYN3A_0827	2	+	JCVISYN3A_0825	284	-	12979	1849	False	False	unaffected
MMSYN1_0827		CP002027.1	973980	975447	+	JCVISYN3A_0827	JCVISYN3A_0827	504266.0	505733.0	MMSYN1_0826	2	MMSYN1_0828	165	JCVISYN3A_0826	2	JCVISYN3A_0828	165	MMSYN1_0828	165	+	MMSYN1_0826	2	+	JCVISYN3A_0828	165	+	JCVISYN3A_0826	2	+	13932	380	False	False	unaffected
MMSYN1_0828		CP002027.1	975612	975687	+	JCVISYN3A_0828	tRNA-Cys	505898.0	505973.0	MMSYN1_0827	165	MMSYN1_0829	137	JCVISYN3A_0827	165	JCVISYN3A_0830	137	MMSYN1_0829	137	+	MMSYN1_0827	165	+	JCVISYN3A_0830	137	+	JCVISYN3A_0827	165	+	15564	140	True	False	unaffected
MMSYN1_0830		CP002027.1	976623	976884	+	JCVISYN3A_0830	JCVISYN3A_0830	506110.0	506371.0	MMSYN1_0829	1	MMSYN1_0831	179	JCVISYN3A_0828	137	JCVISYN3A_0831	179	MMSYN1_0831	179	+	MMSYN1_0829	1	+	JCVISYN3A_0831	179	+	JCVISYN3A_0828	137	+	7	10237	False	True	promoter_lost
MMSYN1_0831	prs	CP002027.1	977063	978098	+	JCVISYN3A_0831	prs	506550.0	507585.0	MMSYN1_0830	179	MMSYN1_0832	425	JCVISYN3A_0830	179	JCVISYN3A_0832	425	MMSYN1_0832	425	+	MMSYN1_0830	179	+	JCVISYN3A_0832	425	+	JCVISYN3A_0830	179	+	447	9023	False	False	unaffected
MMSYN1_0832	pth	CP002027.1	978523	979084	+	JCVISYN3A_0832	pth	508010.0	508571.0	MMSYN1_0831	425	MMSYN1_0833	120	JCVISYN3A_0831	425	JCVISYN3A_0833	120	MMSYN1_0833	120	+	MMSYN1_0831	425	+	JCVISYN3A_0833	120	+	JCVISYN3A_0831	425	+	1907	8037	False	False	unaffected
MMSYN1_0833	rplI	CP002027.1	979204	979648	+	JCVISYN3A_0833	rplI	508691.0	509135.0	MMSYN1_0832	120	MMSYN1_0834	2	JCVISYN3A_0832	120	JCVISYN3A_0834	2	MMSYN1_0834	2	+	MMSYN1_0832	120	+	JCVISYN3A_0834	2	+	JCVISYN3A_0832	120	+	2588	7473	False	False	unaffected
MMSYN1_0834	dnaB	CP002027.1	979650	980967	+	JCVISYN3A_0834	dnaC	509137.0	510454.0	MMSYN1_0833	2	MMSYN1_0835	66	JCVISYN3A_0833	2	JCVISYN3A_0835	66	MMSYN1_0835	66	+	MMSYN1_0833	2	+	JCVISYN3A_0835	66	+	JCVISYN3A_0833	2	+	3034	6154	False	False	unaffected
MMSYN1_0835		CP002027.1	981033	982341	+	JCVISYN3A_0835	JCVISYN3A_0835	510520.0	511828.0	MMSYN1_0834	66	MMSYN1_0836	141	JCVISYN3A_0834	66	JCVISYN3A_0836	141	MMSYN1_0836	141	+	MMSYN1_0834	66	+	JCVISYN3A_0836	141	+	JCVISYN3A_0834	66	+	4417	4780	False	False	unaffected
MMSYN1_0836		CP002027.1	982482	983409	+	JCVISYN3A_0836	ecfS	511969.0	512896.0	MMSYN1_0835	141	MMSYN1_0837	8	JCVISYN3A_0835	141	JCVISYN3A_0837	8	MMSYN1_0837	8	+	MMSYN1_0835	141	+	JCVISYN3A_0837	8	+	JCVISYN3A_0835	141	+	5866	3712	False	False	unaffected
MMSYN1_0837	cysS	CP002027.1	983417	984743	+	JCVISYN3A_0837	cysRS	512904.0	514230.0	MMSYN1_0836	8	MMSYN1_0838	1	JCVISYN3A_0836	8	JCVISYN3A_0838	1	MMSYN1_0838	1	+	MMSYN1_0836	8	+	JCVISYN3A_0838	1	+	JCVISYN3A_0836	8	+	6801	2378	False	False	unaffected
MMSYN1_0838		CP002027.1	984744	985479	+	JCVISYN3A_0838	rlmB	514231.0	514966.0	MMSYN1_0837	1	MMSYN1_0839	221	JCVISYN3A_0837	1	JCVISYN3A_0932	60	MMSYN1_0839	221	+	MMSYN1_0837	1	+	JCVISYN3A_0932	60	+	JCVISYN3A_0837	1	+	8128	1642	True	False	unaffected
MMSYN1_0839	secE	CP002027.1	985700	986024	+	JCVISYN3A_0839	secE	515187.0	515511.0	MMSYN1_0838	221	MMSYN1_0840	16	JCVISYN3A_0932	-1	JCVISYN3A_0840	16	MMSYN1_0840	16	+	MMSYN1_0838	221	+	JCVISYN3A_0840	16	+	JCVISYN3A_0932	-1	+	9084	1097	False	True	unaffected
MMSYN1_0840	nusG	CP002027.1	986040	986682	+	JCVISYN3A_0840	nusG	515527.0	516169.0	MMSYN1_0839	16	MMSYN1_0841	439	JCVISYN3A_0839	16	JCVISYN3A_0859	1995	MMSYN1_0841	439	+	MMSYN1_0839	16	+	JCVISYN3A_0851	505	-	JCVISYN3A_0839	16	+	9424	439	True	False	unaffected
MMSYN1_0851		CP002027.1	1004036	1004219	-	JCVISYN3A_0851	JCVISYN3A_0851	516674.0	516857.0	MMSYN1_0852	165	MMSYN1_0850	66	JCVISYN3A_0852	165	JCVISYN3A_0825	13645	MMSYN1_0852	165	-	MMSYN1_0850	66	-	JCVISYN3A_0852	165	-	JCVISYN3A_0840	505	+	66	1120	False	True	context_only
MMSYN1_0852		CP002027.1	1004384	1004615	-	JCVISYN3A_0852	JCVISYN3A_0852	517022.0	517253.0	MMSYN1_0853	-11	MMSYN1_0851	165	JCVISYN3A_0853	-11	JCVISYN3A_0851	165	MMSYN1_0853	-11	-	MMSYN1_0851	165	-	JCVISYN3A_0853	-11	-	JCVISYN3A_0851	165	-	414	724	False	False	promoter_lost
MMSYN1_0853		CP002027.1	1004604	1005324	-	JCVISYN3A_0853	JCVISYN3A_0853	517242.0	517962.0	MMSYN1_0854	-1	MMSYN1_0852	-11	JCVISYN3A_0870	2419	JCVISYN3A_0852	-11	MMSYN1_0854	-1	-	MMSYN1_0852	-11	-	JCVISYN3A_0859	202	+	JCVISYN3A_0852	-11	-	634	15	True	False	promoter_lost
MMSYN1_0859		CP002027.1	1012007	1013969	+	JCVISYN3A_0859	topA	518164.0	520126.0	MMSYN1_0858	989	MMSYN1_0884	28685	JCVISYN3A_0840	1995	JCVISYN3A_0001	23253	MMSYN1_0860	146	-	MMSYN1_0857	187	-	JCVISYN3A_0870	255	-	JCVISYN3A_0853	202	-	187	146	True	True	promoter_lost
MMSYN1_0870		CP002027.1	1025895	1027662	-	JCVISYN3A_0870	JCVISYN3A_0870	520381.0	522148.0	MMSYN1_0871	68	MMSYN1_0869	109	JCVISYN3A_0872	68	JCVISYN3A_0853	2419	MMSYN1_0871	68	-	MMSYN1_0869	109	-	JCVISYN3A_0872	68	-	JCVISYN3A_0859	255	+	109	71	True	True	promoter_disconnected
MMSYN1_0872	ychF	CP002027.1	1028409	1029504	-	JCVISYN3A_0872	ychF	522216.0	523311.0	MMSYN1_0873	35	MMSYN1_0871	-29	JCVISYN3A_0873	35	JCVISYN3A_0870	68	MMSYN1_0873	35	-	MMSYN1_0871	-29	-	JCVISYN3A_0873	35	-	JCVISYN3A_0870	68	-	1	8348	False	True	promoter_proximity_changed
MMSYN1_0873		CP002027.1	1029539	1029740	-	JCVISYN3A_0873	JCVISYN3A_0873	523346.0	523547.0	MMSYN1_0874	1	MMSYN1_0872	35	JCVISYN3A_0874	1	JCVISYN3A_0872	35	MMSYN1_0874	1	-	MMSYN1_0872	35	-	JCVISYN3A_0874	1	-	JCVISYN3A_0872	35	-	1131	8112	False	False	promoter_proximity_changed
MMSYN1_0874	gidB	CP002027.1	1029741	1030437	-	JCVISYN3A_0874	rsmG	523548.0	524244.0	MMSYN1_0875	-1	MMSYN1_0873	1	JCVISYN3A_0875	-1	JCVISYN3A_0873	1	MMSYN1_0875	-1	-	MMSYN1_0873	1	-	JCVISYN3A_0875	-1	-	JCVISYN3A_0873	1	-	1333	7415	False	False	promoter_proximity_changed
MMSYN1_0875	pgsA	CP002027.1	1030436	1031033	-	JCVISYN3A_0875	pgsA	524243.0	524840.0	MMSYN1_0876	101	MMSYN1_0874	-1	JCVISYN3A_0876	101	JCVISYN3A_0874	-1	MMSYN1_0876	101	-	MMSYN1_0874	-1	-	JCVISYN3A_0876	101	-	JCVISYN3A_0874	-1	-	2028	6819	False	False	promoter_proximity_changed
MMSYN1_0876		CP002027.1	1031134	1032715	-	JCVISYN3A_0876	JCVISYN3A_0876	524941.0	526522.0	MMSYN1_0877	146	MMSYN1_0875	101	JCVISYN3A_0877	146	JCVISYN3A_0875	101	MMSYN1_0877	146	-	MMSYN1_0875	101	-	JCVISYN3A_0877	146	-	JCVISYN3A_0875	101	-	2726	5137	False	False	unaffected
MMSYN1_0877		CP002027.1	1032861	1033542	-	JCVISYN3A_0877	JCVISYN3A_0877	526668.0	527349.0	MMSYN1_0878	-29	MMSYN1_0876	146	JCVISYN3A_0878	-29	JCVISYN3A_0876	146	MMSYN1_0878	-29	-	MMSYN1_0876	146	-	JCVISYN3A_0878	-29	-	JCVISYN3A_0876	146	-	4453	4310	False	False	unaffected
MMSYN1_0878		CP002027.1	1033513	1035007	-	JCVISYN3A_0878	JCVISYN3A_0878	527320.0	528859.0	MMSYN1_0879	102	MMSYN1_0877	-29	JCVISYN3A_0879	57	JCVISYN3A_0877	-29	MMSYN1_0879	102	-	MMSYN1_0877	-29	-	JCVISYN3A_0879	57	-	JCVISYN3A_0877	-29	-	5105	2845	False	False	unaffected
MMSYN1_0879		CP002027.1	1035109	1037767	-	JCVISYN3A_0879	corA	528916.0	531574.0	MMSYN1_0880	83	MMSYN1_0878	102	JCVISYN3A_0881	398	JCVISYN3A_0878	57	MMSYN1_0880	83	-	MMSYN1_0878	102	-	JCVISYN3A_0881	398	-	JCVISYN3A_0878	57	-	6701	85	True	False	unaffected
MMSYN1_0881		CP002027.1	1039137	1040565	-	JCVISYN3A_0881	JCVISYN3A_0881	531972.0	533400.0	MMSYN1_0882	204	MMSYN1_0880	315	JCVISYN3A_0885	463	JCVISYN3A_0879	398	MMSYN1_0882	204	-	MMSYN1_0880	315	-	JCVISYN3A_0885	463	-	JCVISYN3A_0879	398	-	315	205	True	True	unaffected
MMSYN1_0885	gidA	CP002027.1	1043672	1045562	-	JCVISYN3A_0885	mnmG%3B gidA	533863.0	535753.0	MMSYN1_0886	147	MMSYN1_0883	1221	JCVISYN3A_0886	147	JCVISYN3A_0881	463	MMSYN1_0886	147	-	MMSYN1_0884	259	+	JCVISYN3A_0886	147	-	JCVISYN3A_0881	463	-	262	3307	False	True	unaffected
MMSYN1_0886		CP002027.1	1045709	1047287	-	JCVISYN3A_0886	gltP	535900.0	537478.0	MMSYN1_0887	19	MMSYN1_0885	147	JCVISYN3A_0887	19	JCVISYN3A_0885	147	MMSYN1_0887	19	-	MMSYN1_0885	147	-	JCVISYN3A_0887	19	-	JCVISYN3A_0885	147	-	2299	1582	False	False	unaffected
MMSYN1_0887		CP002027.1	1047306	1048650	-	JCVISYN3A_0887	cdr	537497.0	538841.0	MMSYN1_0889	763	MMSYN1_0886	19	JCVISYN3A_0906	979	JCVISYN3A_0886	19	MMSYN1_0888	217	+	MMSYN1_0886	19	-	JCVISYN3A_0906	979	-	JCVISYN3A_0886	19	-	3896	219	True	False	unaffected
MMSYN1_0906		CP002027.1	1075250	1075967	-	JCVISYN3A_0906	JCVISYN3A_0906	539820.0	540537.0	MMSYN1_0907	-1	MMSYN1_0905	500	JCVISYN3A_0907	-1	JCVISYN3A_0887	979	MMSYN1_0907	-1	-	MMSYN1_0905	500	-	JCVISYN3A_0907	-1	-	JCVISYN3A_0887	979	-	501	21557	False	True	unaffected
MMSYN1_0907		CP002027.1	1075966	1076761	-	JCVISYN3A_0907	JCVISYN3A_0907	540536.0	541331.0	MMSYN1_0908	76	MMSYN1_0906	-1	JCVISYN3A_0908	76	JCVISYN3A_0906	-1	MMSYN1_0908	76	-	MMSYN1_0906	-1	-	JCVISYN3A_0908	76	-	JCVISYN3A_0906	-1	-	1217	20763	False	False	unaffected
MMSYN1_0908	oxaA	CP002027.1	1076837	1078028	-	JCVISYN3A_0908	yidC	541407.0	542598.0	MMSYN1_0909	17	MMSYN1_0907	76	JCVISYN3A_0909	17	JCVISYN3A_0907	76	MMSYN1_0909	17	-	MMSYN1_0907	76	-	JCVISYN3A_0909	17	-	JCVISYN3A_0907	76	-	2088	19496	False	False	unaffected
MMSYN1_0909	rnpA	CP002027.1	1078045	1078375	-	JCVISYN3A_0909	rnpA	542615.0	542945.0	MMSYN1_0910	6	MMSYN1_0908	17	JCVISYN3A_0910	6	JCVISYN3A_0908	17	MMSYN1_0910	6	-	MMSYN1_0908	17	-	JCVISYN3A_0910	6	-	JCVISYN3A_0908	17	-	3296	19149	False	False	unaffected
MMSYN1_0910	rpmH	CP002027.1	1078381	1078516	-	JCVISYN3A_0910	rpmH	542951.0	543086.0	MMSYN1_0008	10283	MMSYN1_0909	6	JCVISYN3A_0008	10283	JCVISYN3A_0909	6	MMSYN1_0001	293	+	MMSYN1_0909	6	-	JCVISYN3A_0001	293	+	JCVISYN3A_0909	6	-	3632	19008	False	False	unaffected
